Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country
Netzwerktechnik Kreyenberg,"Netzwerktechnik Kreyenberg provides repair, installation, analysis, multimedia equipment, web design, domain hosting, and network solutions.",R4,Repair,Duisburg,Nordrhein-Westfalen,Germany
Auto Singer,Auto Singer offers car dealerships and car repair services.,R4,Repair,Marktoberdorf,Bayern,Germany
Computer Fitzek,"Computer-Fitzek specializes in battery, display replacement and PC repairing.",R4,Repair,Lüneburg,Niedersachsen,Germany
Duitsmann,"Duitsmann is an automotive company that provides sales, servicing, and accident repair services for new and old cars.",R4,Repair,Schenefeld,Schleswig-Holstein,Germany
Hans WiNN,Hans WiNN provides printer repair service.,R4,Repair,Bamberg,Bayern,Germany
Friedrich Hoffmann,"Friedrich Hoffmann is an automotive dealer that specializes in the sales of new and used cars, maintenance, and repair.",R4,Repair,Sundern,Nordrhein-Westfalen,Germany
Steenblock,"Steenblock designs, repairs, and maintains heating, sanitary, plumbing, and bathroom interior design services.",R4,Repair,Wiesmoor,Niedersachsen,Germany
Alpha Real Estate Service,"Alpha Real Estate Service is a real estate management company that offers administration, repairs, and janitorial services.",R4,Repair,Hildesheim,Niedersachsen,Germany
Hunger Service,"Hunger Service provides repairs, spare parts, and services for hydraulic constructions and cylinders.",R4,Repair,Lohra,Hessen,Germany
Autohaus Brosch,"Autohaus Brosch is a car dealership agency that offers retail sales, repairs, and servicing for specified passenger motor vehicles.",R4,Repair,Durach,Bayern,Germany
Ernest Augustine,"Ernest Augustine is a water pump supply company that provides sales, rental, maintenance, installation, and repair services.",R4,Repair,Berlin,Berlin,Germany
PM Respiratory Protection,"PM Respiratory Protection develops, rents, repairs, and maintains body protection and gas warning devices.",R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
RASTER,"RASTER specializes in machinery repair, maintenance, electrical work, education, and training.",R4,Repair,Niefern-öschelbronn,Baden-Wurttemberg,Germany
girster,"girster plans, executes, maintains, services, and repairs air duct fabrication, air conditioning, and ventilation systems.",R4,Repair,Straubing,Bayern,Germany
Bikecology,Bikecology is a bike shop that sells and repairs bikes and accessories.,R4,Repair,Berlin,Berlin,Germany
Climatec,"Climatec is an HVAC contractor offering refrigeration, air conditioning, and ventilation system installation, repair, and testing services.",R4,Repair,Hockenheim,Baden-Wurttemberg,Germany
Schiffswerft Barth,"Schiffswerft Barth specializes in ship repairs, new ship construction, steel and aluminum processing, and joinery work.",R4,Repair,Barth,Mecklenburg-Vorpommern,Germany
ebike-shop.de,"ebike-shop.de is a retail store that offers electric vehicles, e-bikes and e-scooters, accessories, spare parts, and repair services.",R4,Repair,Offenburg,Baden-Wurttemberg,Germany
Heidenreich,"Heidenreich is a car dealership and service center that provides tyre change, eurorepair, and RV services.",R4,Repair,Witzenhausen,Hessen,Germany
FUCHS,FUCHS is a real estate builder that offers structural repair and civil engineering as well as turnkey and system construction services.,R4,Repair,Berching,Bayern,Germany
Rappenhof,"Rappenhof provides car dent, home furnishing, refurbishment, renovation, and stylish chair services.",R5,Refurbish,Gstadt Am Chiemsee,Bayern,Germany
KFZ-STEPHAN,"KFZ-STEPHAN is a vehicle repair shop that offers trailer rental, wheel alignment, and towing services.",R4,Repair,Poppenhausen,Hessen,Germany
Bedo,"Bedo is a manufacturing company that specializes in packing machinery design, construction, maintenance, and repair services.",R4,Repair,Lübeck,Schleswig-Holstein,Germany
SYMA TECH,"SYMA TECH maintains, repairs, retrofits, and services press brakes, guillotine shears, and folding machines.",R4,Repair,Gotha,Thuringen,Germany
Gleitlagertechnik Weißbacher,"Gleitlagertechnik Weißbacher specializes in designing, producing, and repairing oil-lubricated plain bearings.",R4,Repair,Alpen,Nordrhein-Westfalen,Germany
Velden,"Velden specializes in the maintenance, repair and manufacture of rotating industrial components.",R4,Repair,Frechen,Nordrhein-Westfalen,Germany
Hauff writing instruments,"Hauff writing instruments is an eCommerce store that provides recycled pens, writing instruments, wood cassettes, and promotional products.",R8,Recycle,Reichenau,Bayern,Germany
Franz Lang,Franz Lang specializes in plant maintenance and repair services.,R4,Repair,Radolfzell Am Bodensee,Baden-Wurttemberg,Germany
SUKPUFER Brockl Handels,SUKPUFER Brockl Handels is a manufacturer that recycles copper metal products and copper scraps.,R8,Recycle,Wolfschlugen,Baden-Wurttemberg,Germany
Isett,"Isett offers repair services for iPhone, smartphone, tablet, and laptop.",R4,Repair,Berlin,Berlin,Germany
Torsten Würtz EDV Service,"Torsten Würtz EDV Service offers web design, building technology, remote maintenance, data recovery, internet and intranet solutions.",R9,Recover,Witten,Nordrhein-Westfalen,Germany
Anutech Technical Resources,Anutech Technical Resources motive is to provide electronics repair & software development services as well as a website hosting services.,R4,Repair,Pausa,Sachsen,Germany
HC-Projekte,"HC-Projekte provides mobile phone set up, repairing and landline connection services.",R4,Repair,Schwetzingen,Baden-Wurttemberg,Germany
H&S<-EDV,"H&S<-EDV specializes in PC repair, data recovery, spare parts and installation.","R4, R9","Repair, Recover",Halle An Der Saale,Sachsen-Anhalt,Germany
Fielenbach Foerdertechnik,"Fielenbach Foerdertechnik manufactures, maintains, and repairs conveyor systems for industrial sectors.",R4,Repair,Solingen,Nordrhein-Westfalen,Germany
AK service,AK service provides computer repair service.,R4,Repair,Burglengenfeld,Bayern,Germany
P&P Charles Partzsch,"P&P Charles Partzsch is an interior design firm that repairs and maintains sun protection, insect repellent, wall design, and floors.",R4,Repair,Berlin,Berlin,Germany
Stellar Datenrettung,Stellar Datenrettung is a data recovery company with forensic data recovery products and services.,R9,Recover,Berlin,Berlin,Germany
Development Sales Innovation,"Development Sales Innovation develops and sells products for the protection and repair of mobile phones, watches, and vehicles.",R4,Repair,Neuried,Bayern,Germany
PLANET-Elektronik,PLANET-Elektronik is an online marketplace for printing-related items and provides computer repairing services.,R4,Repair,Chemnitz,Sachsen,Germany
N&M Networks,"N&M Networks is an IT service provider that offers network planning and maintenance, security, computer repair, and virus removal solution.",R4,Repair,Lemgo,Nordrhein-Westfalen,Germany
Rudolf Schabmüller,"Rudolf Schabmüller is an industrial engineering firm that manufactures, repairs, and sells a wide range of electrical machines.",R4,Repair,Ingolstadt,Bayern,Germany
Auto-Exclusiv,Auto-Exclusiv is a private and corporate auto cosmetics and repairs shop.,R4,Repair,Rastatt,Baden-Wurttemberg,Germany
DEUVET Bundesverband Oldtimer Youngtimer,"DEUVET Bundesverband Oldtimer Youngtimer is an automobile company that sells, builds, and repairs two-wheelers and commercial vehicles.",R4,Repair,Trostberg,Bayern,Germany
Woltmann Gruppe,"Woltmann Gruppe is a workshop that offers professional maintenance, repair, gas system approval, wheel alignment, and tire check services.",R4,Repair,Bremen,Bremen,Germany
Schmidt + Kampshoff,Schmidt + Kampshoff is a waste disposal company that recycles analog and digital X-ray films.,R8,Recycle,Bremen,Bremen,Germany
Trumpf Brandschutz Deutschland,"Trumpf Brandschutz Deutschland is a service center that offers installation, repair, and servicing solutions for fire extinguishing systems.",R4,Repair,Langenhagen,Niedersachsen,Germany
Schleiff Construction Area Technology,Schleiff Construction Area Technology is a construction company that offers repair and maintenance of building structures.,R4,Repair,Erkelenz,Nordrhein-Westfalen,Germany
Refrigeration technology Richter & Scholz,"Refrigeration technology Richter & Scholz installs, repairs, and maintains air conditioners, electrical, and refrigeration systems.",R4,Repair,Teltow,Brandenburg,Germany
Ehm and Eitel,"Ehm and Eitel specializes in logistics, final assembly, maintenance, care, repairs, billing systems, and art planning services.",R4,Repair,Cadolzburg,Bayern,Germany
Vesbar,"Vesbar is a scooter shop that offers restoration, repair, spare parts, and tuning services.",R4,Repair,München,Bayern,Germany
Kaiser Building Services,"Kaiser Building Services provides heating, plumbing, and energy system installation, repair, and maintenance services.",R4,Repair,Utting Am Ammersee,Bayern,Germany
dograTEC,"dograTEC offers printers, plotters, repairs, PC administration, server administration services.",R4,Repair,Hanau,Hessen,Germany
Polymer Chemistry,Polymer Chemistry is a producer of cleaning products that repairs and maintains cleaning machines.,R4,Repair,Troisdorf,Nordrhein-Westfalen,Germany
SiB Engineering Company,"SiB Engineering Company is an architecture firm that offers building inspection, concrete repairs, and construction supervision services.",R4,Repair,Ober-mörlen,Hessen,Germany
IT-AG Aftermarket Drilling Service,IT-AG Aftermarket Drilling Service provides pumps and engines for the maintenance and repair of drilling rigs.,R4,Repair,Celle,Niedersachsen,Germany
Hans Hess Industrial Technology,"Hans Hess Industrial Technology provides construction, operation, maintenance, and repair services for production systems.",R4,Repair,Cologne,Nordrhein-Westfalen,Germany
EuRec Environmental Technology,"EuRec Environmental Technology manufactures, delivers, installs, and repairs waste treatment technology.",R4,Repair,Merkers,Thuringen,Germany
ROB Computer,ROB Computer is a hardware and software repair company.,R4,Repair,Berlin,Berlin,Germany
FA-Car Design,FA-Car Design is a car repair service agency.,R4,Repair,Rodgau,Hessen,Germany
Schain Motor Vehicles,"Schain Motor Vehicles is a truck repair facility that specializes in commercial vehicles, trailers, and bodywork.",R4,Repair,Eschweiler,Nordrhein-Westfalen,Germany
DEST Lösemittelrecycling GmbH,"DEST Lösemittelrecycling GmbH owns and operates sites for solvents recovery and recycling services with an annual capacity of 18,000 tons. ",R9,Recover,Darmstadt,Hessen,Germany
Karle Recycling,Karle Recycling is a recycling company that reduces waste and develops disposal concepts.,R2,Reduce,Stuttgart,Baden-Wurttemberg,Germany
ams,"ams is an auto body shop that offers painting work, exterior cleaning, and accident repair services.",R4,Repair,Backnang,Baden-Wurttemberg,Germany
mplusm architects,"mplusm architects is an architectural firm that specializes in refurbishment, redevelopment, renovation, and residential construction.",R5,Refurbish,Friedrichstadt,Schleswig-Holstein,Germany
SKalia,SKalia is a rotor blade repair company that offers pilot training and wind energy services.,R4,Repair,Bergen,Sachsen-Anhalt,Germany
Stemper,"Stemper assembles, maintains, and repairs fabric, conveyor, and PVC conveyor belts.",R4,Repair,Bestwig,Nordrhein-Westfalen,Germany
Johann Schirmbeck,"Johann Schirmbeck specializes in glass recycling, commercial vehicle sales, and repair services.",R4,Repair,Schierling,Bayern,Germany
Becker & Husser,"Becker & Husser specializes in cable and line repair, fibre optic technology, and emergency services.",R4,Repair,Sonsbeck,Nordrhein-Westfalen,Germany
Servi-Tec,"Servi-Tec constructs, maintains, and repairs lifting platforms and hydraulic systems.",R4,Repair,Schwalbach,Hessen,Germany
Body and Painting Center G. Grundt,"Body and Painting Center G. Grundt is an auto body shop that provides accident repair, painting, and glass repair services.",R4,Repair,Buchholz In Der Nordheide,Niedersachsen,Germany
Compressed Air Technology Glauchau,"Compressed Air Technology Glauchau specializes in the maintenance, repair, and services of compressed air systems.",R4,Repair,Glauchau,Sachsen,Germany
PresentFill,PresentFill is a manufacturer of recycled paper packaging materials.,R8,Recycle,Planegg,Bayern,Germany
Diesel and Transmission Service,Diesel and Transmission Service repairs and maintains drive units and heavy-duty transmission systems.,R4,Repair,Mainz,Rheinland-Pfalz,Germany
Hamburg high pressure hydraulics,"Hamburg high pressure hydraulics repairs, maintains, rents, and tests press machines.",R4,Repair,Hamburg,Hamburg,Germany
WCV IT,"WCV IT is an IT company that provides software and network solution, data recovery, and managed IT services.",R9,Recover,Oberhausen,Nordrhein-Westfalen,Germany
Marep,"Marep is a machinery service firm that provides workshop, repair, and online spare parts services for the commercial industry.",R4,Repair,Vehlow,Brandenburg,Germany
VIRTUS,"VIRTUS is a marine spare parts supplier that provides marine consulting, engineering, maintenance, and repair services.",R4,Repair,Osten,Niedersachsen,Germany
ONI Temperature Control Technology Rhytemper,"ONI Temperature Control Technology Rhytemper designs, develops, manufactures, repairs, maintains, and supplies temperature control units.",R4,Repair,Großröhrsdorf,Sachsen,Germany
ER-elektronik,"ER-Elektronik develops, produces, sells, repairs, and maintains emergency lighting.",R4,Repair,Harsewinkel,Nordrhein-Westfalen,Germany
Taubner network solutions,Taubner network solutions is a computer repair service firm that specializes in contract management and communication solutions.,R4,Repair,Leinefelde,Thuringen,Germany
Sievers,"Sievers is a retailer and offers services like planning of kitchens, repairs and maintenance, construction, and service.",R4,Repair,Gifhorn,Niedersachsen,Germany
Plan-Technik Bürosysteme,Plan-Technik Bürosysteme repairs and supplies copiers and printers.,R4,Repair,Erfurt,Thuringen,Germany
Lagersystem-Service-Weiss,"Lagersystem-Service-Weiss is a storage system that provides repairs, maintenance, and storage services.",R4,Repair,Bad Dürkheim,Rheinland-Pfalz,Germany
Proxt,"Proxt offers file server, data recovery, installation, maintenance, internet security, firewall, and cloud server solutions.",R9,Recover,Poppenricht,Bayern,Germany
DUCON,"DUCON is a building materials company that repairs, reinforces, and seals existing building fabric and makes new components.",R4,Repair,Darmstadt,Hessen,Germany
SFS,"SFS provides chimney repair, maintenance, and cleaning services.",R4,Repair,Laatzen,Niedersachsen,Germany
Electric Tailor,"Electric Tailor installs and repairs electrical appliances, antenna systems, networks, lighting, and photovoltaic systems.",R4,Repair,Lindenfels,Hessen,Germany
Bartels,"Bartels supplies, repairs, and maintains inks, toners, printers, copiers, hardware, and office supplies.",R4,Repair,Viersen,Nordrhein-Westfalen,Germany
SchneiderGolling InterTrade,SchneiderGolling InterTrade is a mobile service company that offers recycling and repairing of smartphones.,R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
FSD Technical Services,FSD Technical Services GmbH is responsible for machine maintenance and repair in industrial firms across Germany.,R4,Repair,Rheda-wiedenbrück,Nordrhein-Westfalen,Germany
Carpet House Parsi,"Carpet House Parsi is a carpet company that offers carpet sales, repair, and moth removal services.",R4,Repair,Cologne,Nordrhein-Westfalen,Germany
Cell Phone Fox,"Cell Phone Fox is a mobile shop that offers repair services for smartphones, mobile phones, landlines, cables, and accessories.",R4,Repair,Dresden,Sachsen,Germany
waggon24,waggon24 is a rail-bound service center that repairs railway and freight wagons.,R4,Repair,Berlin,Berlin,Germany
Schuhmacherei Weiss,Schuhmacherei Weiss offers repair services for custom-made shoes and manufactures insoles and orthopedic shoe adjustments.,R4,Repair,Bremen,Bremen,Germany
SOLARDIREKT,Solardirekt is an expert in developing and installing sustainable flat roof mounting systems made from recycled materials.,R8,Recycle,Rheine,Nordrhein-Westfalen,Germany
Beckelmann,"Beckelmann is a seller of a variety of media and medical devices, along with maintenance and repair services.",R4,Repair,Bottrop,Nordrhein-Westfalen,Germany
Piotrowski Gebäude Service GmbH,"Piotrowski Gebäude offers professional building cleaning, reliable industrial services or repairs for locks and machines.",R4,Repair,Bayreuth,Bayern,Germany
STEAG Power Minerals,"STEAG Power Minerals functions as a service provider to the energy and construction industry, recovering and marketing.",R9,Recover,Dinslaken,Nordrhein-Westfalen,Germany
KOCH Ammunition Recovery,"KOCH Ammunition Recovery is a soil testing service company that provides probing underwater, ordnance, and landmine clearance services.",R9,Recover,Oranienburg,Brandenburg,Germany
Biokema,"BIOKEMA produces raw materials, candles, and firelighters from recycled biomass products.",R8,Recycle,Sünna,Thuringen,Germany
KomRec-ReCond,KomRec-ReCond is an industrial plastic scrap recycler and exporter.,R8,Recycle,Wunsiedel,Bayern,Germany
PH-Soft Computer,"PH-Soft Computer offers hardware, software, remote maintenance, IT training courses, data recovery, consulting, and IT solutions.",R9,Recover,Gersthofen,Bayern,Germany
Hartmann Spezialkarosserien,Hartmann Spezialkarosserien is an automotive store that provides repair and paint finish services for cars and commercial vehicles.,R4,Repair,Alsfeld,Hessen,Germany
Monument Plan,Monument Plan is a building renovation society that renovates and repairs historic buildings.,R4,Repair,Mühlhausen,Thuringen,Germany
Promobile Concepts,"A product is only as good as the people who manufacture, maintain and repair it.",R4,Repair,Wittenberge,Brandenburg,Germany
Kehlen,"Kehlen sells, rents, repairs, and maintains motorized equipment for garden maintenance, landscaping, and the timber industry.",R4,Repair,Kleve,Schleswig-Holstein,Germany
Dental EGGERT,Dental EGGERT repairs and maintains dental equipment.,R4,Repair,Rottweil,Baden-Wurttemberg,Germany
Electro Schmid,"Electro Schmid is an electrical engineering company that installs, renovates, repairs, and maintains electrical systems.",R4,Repair,Manching,Bayern,Germany
Kulta,"Kulta provides designing, manufacturing, repairing, and alterations of jewelry.",R4,Repair,Pforzheim,Baden-Wurttemberg,Germany
Premium-Repair,"Premium-Repair is a vehicle repair shop that offers tire mounting, rim preparation, and dent repair services.",R4,Repair,Ulm,Baden-Wurttemberg,Germany
Loeschmann-Service,"Loeschmann-Service provides media devices, domestic and electrical appliance installation, maintenance, repairs, and consulting services.",R4,Repair,Aachen,Nordrhein-Westfalen,Germany
Elektro Thomas,"Elektro Thomas is an electrical distributor that provides building electronic data cabling installation, repair, and maintenance facilities.",R4,Repair,Schwalmtal,Nordrhein-Westfalen,Germany
HD Computer,"HD Computer is a computer service company that provides repair, virus removal, and data recovery services.","R4, R9","Repair, Recover",Berlin,Berlin,Germany
WEMAN,WEMAN offers repair and maintenance services for HAAS machines.,R4,Repair,Postbauer-heng,Bayern,Germany
SSR Marine Service,SSR Marine Service is a ship repair and spare parts manufacturing company that specialises in ship reconstruction and engineering services.,R4,Repair,Hamburg,Hamburg,Germany
Miedtank Autopark,Miedtank Autopark is a vehicle repair facility that specializes in the maintenance of vehicles of various makes and models.,R4,Repair,Stuttgart,Baden-Wurttemberg,Germany
Vogel,Vogel is a car dealership company that specializes in selling new and old cars and repairing services.,R4,Repair,Engers,Rheinland-Pfalz,Germany
Falter,"Falter offers repair services for roofs, chimneys, facades, and plumbing.",R4,Repair,Trebur,Hessen,Germany
Bartsch Pumps,"Bartsch Pumps maintains, repairs, and distributes industrial machines.",R4,Repair,Wallenhorst,Niedersachsen,Germany
Electric Vacha,"Electric Vacha provides electrical installation, thermography, and repair services.",R4,Repair,Vacha,Thuringen,Germany
Anreu,"ANREU GmbH focuses on wooden pallet recycling, repair, and custom production, promoting sustainable logistics solutions.",R4,Repair,Lüdinghausen,Nordrhein-Westfalen,Germany
Feinwerktechnik Schmidl,"Feinwerktechnik Schmidl offers Precision mechanics, CNC machining technology, device construction, plant construction, and repair service.",R4,Repair,München,Bayern,Germany
TK-Marine,"TK-Marine supplies, services, and repairs ships spare parts.",R4,Repair,Glinde,Schleswig-Holstein,Germany
B&H Telecom,"B&H Telecom is a supplier and reseller of new and refurbished networking, voice, and data equipment.",R5,Refurbish,Düsseldorf,Nordrhein-Westfalen,Germany
Krishna Computers,"Krishna Computers specializes in computer, laptop, and hardware repairs.",R4,Repair,Herne,Nordrhein-Westfalen,Germany
ECO process technology,ECO process technology specializes in process heating systems and spare parts repair services for industrial and marine boilers.,R4,Repair,Bad Rappenau,Baden-Wurttemberg,Germany
Basm EDV,"Basm EDV provides data processing, IT system consulting network, repair, service and maintenance, and communication technology services.",R4,Repair,Hille,Nordrhein-Westfalen,Germany
Strempel & Große Ing-Gesellschaft,"Strempel & Große Ingenieurgesellschaft is a contracting company that specializes in refurbishing, project management, and civil engineering.",R5,Refurbish,Berlin,Berlin,Germany
Ritz Maschinenbau,"Ritz Maschinenbau is a manufacturing company that provides maintenance, repair, employee training, machine relocation, and retrofits.",R4,Repair,Östringen,Baden-Wurttemberg,Germany
bikematch,Platform for easy booking & offering of mobile repair services for bicycles without waiting times,R4,Repair,Stuttgart,Baden-Wurttemberg,Germany
Hahn Roof And Solar Technology,"Hahn Roof And Solar Technology is a roofing company that provides roof construction, repairs, and renovation services.",R4,Repair,Berlin,Berlin,Germany
BENLI Gruppe,"BENLI Gruppe specializes in the areas of ship repair, ship equipment, section construction, and steel construction.",R4,Repair,Bremerhaven,Bremen,Germany
Ott,"Ott repairs and maintains facades, windows, front doors, shading, and glass products.",R4,Repair,Böblingen,Baden-Wurttemberg,Germany
Axel Grossman,"Axel Grossman plans, installs, repairs, and maintains heating systems.",R4,Repair,Biesenthal,Brandenburg,Germany
Graupner Medical Solutions,"Graupner Medical Solutions is a medical device company that installs, repairs and maintains digital X-ray systems.",R4,Repair,Geyer,Sachsen,Germany
eds-r,"eds-r specializes in dismantling, recycling, and refurbishment of medical devices.",R5,Refurbish,Forchheim,Bayern,Germany
Stahl Aircraft & Materials,"Stahl Aircraft & Materials specializes in aircraft maintenance, cell repair, installation, and sale of sheet metal and fasteners.",R4,Repair,Rastatt,Baden-Wurttemberg,Germany
Plant Assembly Werder,Plant Assembly Werder is an electrical service company that maintains and repairs electrical energy supply systems.,R4,Repair,Werder,Brandenburg,Germany
Mahlow & Lais,"Mahlow & Lais is a window and door service company that offers consulting, assembly, and repair services.",R4,Repair,Recklinghausen,Nordrhein-Westfalen,Germany
Wildemann Gear Technology,Wildemann Gear Technology is a car workshop that provides transmission repair and maintenance services.,R4,Repair,Wald,Bayern,Germany
Consagra,"Consagra is an automobile workshop that provides vehicle body construction, repair, and painting services.",R4,Repair,Köln,Nordrhein-Westfalen,Germany
Remote Operations Center,Remote Operations Center connects you with the data and workforce you need to drive efficiency and reduce risk.,R2,Reduce,Hamburg,Hamburg,Germany
PV Technical Services,"PV Technical Services specializes in the installation, repair, servicing, and maintenance of photovoltaic systems and security technology.",R4,Repair,Ebersberg,Bayern,Germany
Auto Bayertz,"Auto-Bayertz is an automotive company that provides leasing vehicles, dent removal, and accident damage repair services.",R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
Schlutt and Schuldt Architects,"Schlutt and Schuldt Architects is an architecture firm that specializes in reconstruction, refurbishment, and new construction projects.",R5,Refurbish,Berlin,Berlin,Germany
MZConnection,MZConnection offers motorcycle parts that include maintenance and repair services.,R4,Repair,Berlin,Berlin,Germany
MBN-Modulwelt Lars Hoppe,MBN-Modulwelt Lars Hoppe provides rental and repair services of containers.,R4,Repair,Stadthagen,Niedersachsen,Germany
Krein Project Development,"Krein Project Development specializes in the refurbishment, renovation, and repair of windows and stucco facades.","R4, R5","Repair, Refurbish",Braunschweig,Niedersachsen,Germany
Sport Thuy,"Sport Thuy is a sports shop and skiing training school that repairs, rents, and services skis.",R4,Repair,Bischofsmais,Bayern,Germany
Apollo Industry,"Apollo Industrie offers facility management and cleaning services like maintenance, renovation, and repair to different industries.",R4,Repair,Bremen,Bremen,Germany
LIFTMANAGEMENT,"LIFT MANAGEMENT provides lift planning, advice, contract management, elevator repair and maintenance services.",R4,Repair,Barendorf,Niedersachsen,Germany
Boeckels,"Boeckels is a truck repair shop that offers tire, wheel, and brake repair services.",R4,Repair,Willich,Nordrhein-Westfalen,Germany
Zweirad Prumbaum,"Zweirad Prumbaum specializes in bicycle sales, servicing, insurance, repair, and rental services.",R4,Repair,Cologne,Nordrhein-Westfalen,Germany
Stuhlmann Zerspanungstechnik,Stuhlmann Zerspanungstechnik is a machine technology and manufacturing company that offers tool repairs and maintenance services.,R4,Repair,Homberg,Hessen,Germany
Comperitum Consulting,"Comperitum Consulting offers computer and data protection services, consulting, repair, IT services, and manufacturing hardware.",R4,Repair,Prien Am Chiemsee,Bayern,Germany
Carsystem,"Carsystem is an automotive industry that supplies vehicle paints, industrial paints, painting accessories, and repair services.",R4,Repair,Bodenkirchen,Bayern,Germany
Climate Protection Agency Region Hannover,Climate Protection Agency Region Hannover is an organization that reduces climate-damaging emissions and achieves climate neutrality.,R2,Reduce,Hanover,Niedersachsen,Germany
CM Autovertrieb,"CM Autovertrieb provides new, used and leased vehicles along with advice, damage repair, and related tailor-made solutions.",R4,Repair,Neuenhaus,Niedersachsen,Germany
SEC Innovation,"SEC Innovation is a ship repair and maintenance company that provides spare parts for oil separators, compressors, and turbochargers.",R4,Repair,Hamburg,Hamburg,Germany
BNT SOLUTIONS,BNT SOLUTIONS is an automotive repair and maintenance company.,R4,Repair,Freiburg,Baden-Wurttemberg,Germany
Holzmanufaktur Rottweil,"Holzmanufaktur Rottweil specializes in the restoration and repair of wooden windows, doors and building preservation services.",R4,Repair,Rottweil,Baden-Wurttemberg,Germany
Axis Project,"Axis Project is a construction agency that specializes in surface renovation works such as furniture repair, home remodeling, and stonework.",R4,Repair,Berlin,Berlin,Germany
Kramer,"Kramer produces, sells, and repairs mechanical and hydraulic clamping devices.",R4,Repair,Nethen,Niedersachsen,Germany
MS Metallhandel,"MS Metallhandel is a waste management company that recycles electronic, printing, and manufacturing waste.",R8,Recycle,Weißenhorn,Bayern,Germany
Ernst Rolappe,Ernst Rolappe is a vehicle repair shop specialising in commercial vehicles and trucks.,R4,Repair,Stuhr,Niedersachsen,Germany
WITTMANN Recycling,WITTMANN Recycling is a waste management company that recycles clothes and shoes.,R8,Recycle,Geisenhausen,Bayern,Germany
Horn Air Conditioning and Cooling Technology,"Horn Air Conditioning and Cooling Technology installs, repairs, and maintains refrigeration, air cleaners, chillers, and heat pump systems.",R4,Repair,Mühldorf,Bayern,Germany
SULO Umwelttechnik Gmbh & Co. KG,"SULO Umwelttechnik Gmbh & Co. KG is manufactures plastic and steel reuse containers in Africa, America.",R3,Reuse,Herford,Nordrhein-Westfalen,Germany
Bahnwerk Eberswalde,Bahnwerk Eberswalde offers railway wagon repair and maintenance services. ,R4,Repair,Grünwald,Bayern,Germany
Truck Port Hamburg Hannover,"Truck Port Hamburg Hannover offers testing, repairing, leasing, and maintainence services for trucks and buses.",R4,Repair,Hanover,Niedersachsen,Germany
MONTEC,"MONTEC is a construction company that provides smoke and heat extraction system installation, maintenance, and repair services.",R4,Repair,Gilching,Bayern,Germany
FULL Service,"FULL-Service is a gas appliance maintenance, repair, and replacement company.",R4,Repair,Berlin,Berlin,Germany
Franz Klotz,"Franz Klotz is a metal construction company that offers painting, matting, and repair services for steel.",R4,Repair,Menden,Nordrhein-Westfalen,Germany
Karl Heinz Lommel,"Karl Heinz Lommel renovates, modernizes, and repairs bathrooms and heating systems.",R4,Repair,Velbert,Nordrhein-Westfalen,Germany
KTT Stairlifts,"KTT Stairlifts supplies, maintains, and repairs stairs, home glides, and flow lifts.",R4,Repair,Lage,Nordrhein-Westfalen,Germany
Multimedia-Service,Multimedia-Service offers internet connectivity and computer hardware repairing services.,R4,Repair,Breitenworbis,Thuringen,Germany
Scrounge,"Scrounge is an architectural company that offers remodelling, interior design, and refurbishment services.",R5,Refurbish,Langgöns,Hessen,Germany
Diventus,"Diventus is a network security company that offers disaster recovery, monitoring, fault tolerance, and digital office services.",R9,Recover,Berlin,Berlin,Germany
Rethink Community,Rethink Community specializes in event management that fixates to support and develop organizations with the exchange of ideas.,R1,Rethink,Munich,Bayern,Germany
Ingenieurbüro für Kfz-Technik,"Ingenieurbüro für Kfz-Technik offers vehicle leasing, purchase, documentation, evaluation, and repair services.",R4,Repair,Braunschweig,Niedersachsen,Germany
Auto - Bories - Service,"Auto - Bories - Service is engaged in car repairs, bodywork, painting work, purchase, and sale of new, used cars.",R4,Repair,Schloß Holte-stukenbrock,Nordrhein-Westfalen,Germany
KH Tech IT service,"KH Tech IT service not only specializes in computer and notebook repairs, but also offers web design and hosting services.",R4,Repair,Bitburg,Rheinland-Pfalz,Germany
KR Automobile,"KR Automobile is a car dealership that provides inspection, bodywork, brakes, shock absorber, and engine repair services for vehicles.",R4,Repair,Hörstel,Nordrhein-Westfalen,Germany
HASAHtec,"HASAHtec specializes in the refurbishment, installation, and maintenance of plumbing, heating, and ventilation systems.",R5,Refurbish,Hasbergen,Niedersachsen,Germany
Kfz-Meisterbetrieb Thomas Pfeiffer,"Kfz-Meisterbetrieb Thomas Pfeiffer is an automotive workshop that offers motor vehicle repair, oil change, restoration, and repair services.",R4,Repair,Zierenberg,Hessen,Germany
Petschallies Volksdorf,"Petschallies Volksdorf is an automotive dealership company that offers vehicle exchange, rental, and repair services for cars and vehicles.",R4,Repair,Hamburg,Hamburg,Germany
Hinkel,"Hinkel is a car workshop that provides towing services, car inspections, and auto glass repair services.",R4,Repair,Wustenriet,Baden-Wurttemberg,Germany
AMF AUTO MÜLLER,AMF AUTO MÜLLER is a Mercedes-Benz repair shop that offers new and used parts and accessories.,R4,Repair,Friedrichshafen,Baden-Wurttemberg,Germany
